year,state,has_carbon_price,price
2005,AK,False,
2005,AL,False,
2005,AR,False,
2005,AZ,False,
2005,CA,False,
2005,CO,False,
2005,CT,False,
2005,DC,False,
2005,DE,False,
2005,FL,False,
2005,GA,False,
2005,HI,False,
2005,IA,False,
2005,ID,False,
2005,IL,False,
2005,IN,False,
2005,KS,False,
2005,KY,False,
2005,LA,False,
2005,MA,False,
2005,MD,False,
2005,ME,False,
2005,MI,False,
2005,MN,False,
2005,MO,False,
2005,MS,False,
2005,MT,False,
2005,NC,False,
2005,ND,False,
2005,NE,False,
2005,NH,False,
2005,NJ,False,
2005,NM,False,
2005,NV,False,
2005,NY,False,
2005,OH,False,
2005,OK,False,
2005,OR,False,
2005,PA,False,
2005,RI,False,
2005,SC,False,
2005,SD,False,
2005,TN,False,
2005,TX,False,
2005,UT,False,
2005,VA,False,
2005,VT,False,
2005,WA,False,
2005,WI,False,
2005,WV,False,
2005,WY,False,
2006,AK,False,
2006,AL,False,
2006,AR,False,
2006,AZ,False,
2006,CA,False,
2006,CO,False,
2006,CT,False,
2006,DC,False,
2006,DE,False,
2006,FL,False,
2006,GA,False,
2006,HI,False,
2006,IA,False,
2006,ID,False,
2006,IL,False,
2006,IN,False,
2006,KS,False,
2006,KY,False,
2006,LA,False,
2006,MA,False,
2006,MD,False,
2006,ME,False,
2006,MI,False,
2006,MN,False,
2006,MO,False,
2006,MS,False,
2006,MT,False,
2006,NC,False,
2006,ND,False,
2006,NE,False,
2006,NH,False,
2006,NJ,False,
2006,NM,False,
2006,NV,False,
2006,NY,False,
2006,OH,False,
2006,OK,False,
2006,OR,False,
2006,PA,False,
2006,RI,False,
2006,SC,False,
2006,SD,False,
2006,TN,False,
2006,TX,False,
2006,UT,False,
2006,VA,False,
2006,VT,False,
2006,WA,False,
2006,WI,False,
2006,WV,False,
2006,WY,False,
2007,AK,False,
2007,AL,False,
2007,AR,False,
2007,AZ,False,
2007,CA,False,
2007,CO,False,
2007,CT,False,
2007,DC,False,
2007,DE,False,
2007,FL,False,
2007,GA,False,
2007,HI,False,
2007,IA,False,
2007,ID,False,
2007,IL,False,
2007,IN,False,
2007,KS,False,
2007,KY,False,
2007,LA,False,
2007,MA,False,
2007,MD,False,
2007,ME,False,
2007,MI,False,
2007,MN,False,
2007,MO,False,
2007,MS,False,
2007,MT,False,
2007,NC,False,
2007,ND,False,
2007,NE,False,
2007,NH,False,
2007,NJ,False,
2007,NM,False,
2007,NV,False,
2007,NY,False,
2007,OH,False,
2007,OK,False,
2007,OR,False,
2007,PA,False,
2007,RI,False,
2007,SC,False,
2007,SD,False,
2007,TN,False,
2007,TX,False,
2007,UT,False,
2007,VA,False,
2007,VT,False,
2007,WA,False,
2007,WI,False,
2007,WV,False,
2007,WY,False,
2008,AK,False,
2008,AL,False,
2008,AR,False,
2008,AZ,False,
2008,CA,False,
2008,CO,False,
2008,CT,False,
2008,DC,False,
2008,DE,False,
2008,FL,False,
2008,GA,False,
2008,HI,False,
2008,IA,False,
2008,ID,False,
2008,IL,False,
2008,IN,False,
2008,KS,False,
2008,KY,False,
2008,LA,False,
2008,MA,False,
2008,MD,False,
2008,ME,False,
2008,MI,False,
2008,MN,False,
2008,MO,False,
2008,MS,False,
2008,MT,False,
2008,NC,False,
2008,ND,False,
2008,NE,False,
2008,NH,False,
2008,NJ,False,
2008,NM,False,
2008,NV,False,
2008,NY,False,
2008,OH,False,
2008,OK,False,
2008,OR,False,
2008,PA,False,
2008,RI,False,
2008,SC,False,
2008,SD,False,
2008,TN,False,
2008,TX,False,
2008,UT,False,
2008,VA,False,
2008,VT,False,
2008,WA,False,
2008,WI,False,
2008,WV,False,
2008,WY,False,
2009,AK,False,
2009,AL,False,
2009,AR,False,
2009,AZ,False,
2009,CA,False,
2009,CO,False,
2009,CT,True,2.745
2009,DC,False,
2009,DE,True,2.745
2009,FL,False,
2009,GA,False,
2009,HI,False,
2009,IA,False,
2009,ID,False,
2009,IL,False,
2009,IN,False,
2009,KS,False,
2009,KY,False,
2009,LA,False,
2009,MA,True,2.745
2009,MD,True,2.745
2009,ME,True,2.745
2009,MI,False,
2009,MN,False,
2009,MO,False,
2009,MS,False,
2009,MT,False,
2009,NC,False,
2009,ND,False,
2009,NE,False,
2009,NH,True,2.745
2009,NJ,True,2.745
2009,NM,False,
2009,NV,False,
2009,NY,True,2.745
2009,OH,False,
2009,OK,False,
2009,OR,False,
2009,PA,False,
2009,RI,True,2.745
2009,SC,False,
2009,SD,False,
2009,TN,False,
2009,TX,False,
2009,UT,False,
2009,VA,False,
2009,VT,True,2.745
2009,WA,False,
2009,WI,False,
2009,WV,False,
2009,WY,False,
2010,AK,False,
2010,AL,False,
2010,AR,False,
2010,AZ,False,
2010,CA,False,
2010,CO,False,
2010,CT,True,1.9175
2010,DC,False,
2010,DE,True,1.9175
2010,FL,False,
2010,GA,False,
2010,HI,False,
2010,IA,False,
2010,ID,False,
2010,IL,False,
2010,IN,False,
2010,KS,False,
2010,KY,False,
2010,LA,False,
2010,MA,True,1.9175
2010,MD,True,1.9175
2010,ME,True,1.9175
2010,MI,False,
2010,MN,False,
2010,MO,False,
2010,MS,False,
2010,MT,False,
2010,NC,False,
2010,ND,False,
2010,NE,False,
2010,NH,True,1.9175
2010,NJ,True,1.9175
2010,NM,False,
2010,NV,False,
2010,NY,True,1.9175
2010,OH,False,
2010,OK,False,
2010,OR,False,
2010,PA,False,
2010,RI,True,1.9175
2010,SC,False,
2010,SD,False,
2010,TN,False,
2010,TX,False,
2010,UT,False,
2010,VA,False,
2010,VT,True,1.9175
2010,WA,False,
2010,WI,False,
2010,WV,False,
2010,WY,False,
2011,AK,False,
2011,AL,False,
2011,AR,False,
2011,AZ,False,
2011,CA,False,
2011,CO,False,
2011,CT,True,1.89
2011,DC,False,
2011,DE,True,1.89
2011,FL,False,
2011,GA,False,
2011,HI,False,
2011,IA,False,
2011,ID,False,
2011,IL,False,
2011,IN,False,
2011,KS,False,
2011,KY,False,
2011,LA,False,
2011,MA,True,1.89
2011,MD,True,1.89
2011,ME,True,1.89
2011,MI,False,
2011,MN,False,
2011,MO,False,
2011,MS,False,
2011,MT,False,
2011,NC,False,
2011,ND,False,
2011,NE,False,
2011,NH,True,1.89
2011,NJ,True,1.89
2011,NM,False,
2011,NV,False,
2011,NY,True,1.89
2011,OH,False,
2011,OK,False,
2011,OR,False,
2011,PA,False,
2011,RI,True,1.89
2011,SC,False,
2011,SD,False,
2011,TN,False,
2011,TX,False,
2011,UT,False,
2011,VA,False,
2011,VT,True,1.89
2011,WA,False,
2011,WI,False,
2011,WV,False,
2011,WY,False,
2012,AK,False,
2012,AL,False,
2012,AR,False,
2012,AZ,False,
2012,CA,False,
2012,CO,False,
2012,CT,True,1.93
2012,DC,False,
2012,DE,True,1.93
2012,FL,False,
2012,GA,False,
2012,HI,False,
2012,IA,False,
2012,ID,False,
2012,IL,False,
2012,IN,False,
2012,KS,False,
2012,KY,False,
2012,LA,False,
2012,MA,True,1.93
2012,MD,True,1.93
2012,ME,True,1.93
2012,MI,False,
2012,MN,False,
2012,MO,False,
2012,MS,False,
2012,MT,False,
2012,NC,False,
2012,ND,False,
2012,NE,False,
2012,NH,True,1.93
2012,NJ,False,
2012,NM,False,
2012,NV,False,
2012,NY,True,1.93
2012,OH,False,
2012,OK,False,
2012,OR,False,
2012,PA,False,
2012,RI,True,1.93
2012,SC,False,
2012,SD,False,
2012,TN,False,
2012,TX,False,
2012,UT,False,
2012,VA,False,
2012,VT,True,1.93
2012,WA,False,
2012,WI,False,
2012,WV,False,
2012,WY,False,
2013,AK,False,
2013,AL,False,
2013,AR,False,
2013,AZ,False,
2013,CA,True,12.83
2013,CO,False,
2013,CT,True,2.92
2013,DC,False,
2013,DE,True,2.92
2013,FL,False,
2013,GA,False,
2013,HI,False,
2013,IA,False,
2013,ID,False,
2013,IL,False,
2013,IN,False,
2013,KS,False,
2013,KY,False,
2013,LA,False,
2013,MA,True,2.92
2013,MD,True,2.92
2013,ME,True,2.92
2013,MI,False,
2013,MN,False,
2013,MO,False,
2013,MS,False,
2013,MT,False,
2013,NC,False,
2013,ND,False,
2013,NE,False,
2013,NH,True,2.92
2013,NJ,False,
2013,NM,False,
2013,NV,False,
2013,NY,True,2.92
2013,OH,False,
2013,OK,False,
2013,OR,False,
2013,PA,False,
2013,RI,True,2.92
2013,SC,False,
2013,SD,False,
2013,TN,False,
2013,TX,False,
2013,UT,False,
2013,VA,False,
2013,VT,True,2.92
2013,WA,False,
2013,WI,False,
2013,WV,False,
2013,WY,False,
2014,AK,False,
2014,AL,False,
2014,AR,False,
2014,AZ,False,
2014,CA,True,11.645
2014,CO,False,
2014,CT,True,4.7775
2014,DC,False,
2014,DE,True,4.7775
2014,FL,False,
2014,GA,False,
2014,HI,False,
2014,IA,False,
2014,ID,False,
2014,IL,False,
2014,IN,False,
2014,KS,False,
2014,KY,False,
2014,LA,False,
2014,MA,True,4.7775
2014,MD,True,4.7775
2014,ME,True,4.7775
2014,MI,False,
2014,MN,False,
2014,MO,False,
2014,MS,False,
2014,MT,False,
2014,NC,False,
2014,ND,False,
2014,NE,False,
2014,NH,True,4.7775
2014,NJ,False,
2014,NM,False,
2014,NV,False,
2014,NY,True,4.7775
2014,OH,False,
2014,OK,False,
2014,OR,False,
2014,PA,False,
2014,RI,True,4.7775
2014,SC,False,
2014,SD,False,
2014,TN,False,
2014,TX,False,
2014,UT,False,
2014,VA,False,
2014,VT,True,4.7775
2014,WA,False,
2014,WI,False,
2014,WV,False,
2014,WY,False,
2015,AK,False,
2015,AL,False,
2015,AR,False,
2015,AZ,False,
2015,CA,True,12.4375
2015,CO,False,
2015,CT,True,6.1075
2015,DC,False,
2015,DE,True,6.1075
2015,FL,False,
2015,GA,False,
2015,HI,False,
2015,IA,False,
2015,ID,False,
2015,IL,False,
2015,IN,False,
2015,KS,False,
2015,KY,False,
2015,LA,False,
2015,MA,True,6.1075
2015,MD,True,6.1075
2015,ME,True,6.1075
2015,MI,False,
2015,MN,False,
2015,MO,False,
2015,MS,False,
2015,MT,False,
2015,NC,False,
2015,ND,False,
2015,NE,False,
2015,NH,True,6.1075
2015,NJ,False,
2015,NM,False,
2015,NV,False,
2015,NY,True,6.1075
2015,OH,False,
2015,OK,False,
2015,OR,False,
2015,PA,False,
2015,RI,True,6.1075
2015,SC,False,
2015,SD,False,
2015,TN,False,
2015,TX,False,
2015,UT,False,
2015,VA,False,
2015,VT,True,6.1075
2015,WA,False,
2015,WI,False,
2015,WV,False,
2015,WY,False,
2016,AK,False,
2016,AL,False,
2016,AR,False,
2016,AZ,False,
2016,CA,True,12.73
2016,CO,False,
2016,CT,True,4.4675
2016,DC,False,
2016,DE,True,4.4675
2016,FL,False,
2016,GA,False,
2016,HI,False,
2016,IA,False,
2016,ID,False,
2016,IL,False,
2016,IN,False,
2016,KS,False,
2016,KY,False,
2016,LA,False,
2016,MA,True,4.4675
2016,MD,True,4.4675
2016,ME,True,4.4675
2016,MI,False,
2016,MN,False,
2016,MO,False,
2016,MS,False,
2016,MT,False,
2016,NC,False,
2016,ND,False,
2016,NE,False,
2016,NH,True,4.4675
2016,NJ,False,
2016,NM,False,
2016,NV,False,
2016,NY,True,4.4675
2016,OH,False,
2016,OK,False,
2016,OR,False,
2016,PA,False,
2016,RI,True,4.4675
2016,SC,False,
2016,SD,False,
2016,TN,False,
2016,TX,False,
2016,UT,False,
2016,VA,False,
2016,VT,True,4.4675
2016,WA,False,
2016,WI,False,
2016,WV,False,
2016,WY,False,
2017,AK,False,
2017,AL,False,
2017,AR,False,
2017,AZ,False,
2017,CA,True,14.295
2017,CO,False,
2017,CT,True,3.42
2017,DC,False,
2017,DE,True,3.42
2017,FL,False,
2017,GA,False,
2017,HI,False,
2017,IA,False,
2017,ID,False,
2017,IL,False,
2017,IN,False,
2017,KS,False,
2017,KY,False,
2017,LA,False,
2017,MA,True,3.42
2017,MD,True,3.42
2017,ME,True,3.42
2017,MI,False,
2017,MN,False,
2017,MO,False,
2017,MS,False,
2017,MT,False,
2017,NC,False,
2017,ND,False,
2017,NE,False,
2017,NH,True,3.42
2017,NJ,False,
2017,NM,False,
2017,NV,False,
2017,NY,True,3.42
2017,OH,False,
2017,OK,False,
2017,OR,False,
2017,PA,False,
2017,RI,True,3.42
2017,SC,False,
2017,SD,False,
2017,TN,False,
2017,TX,False,
2017,UT,False,
2017,VA,False,
2017,VT,True,3.42
2017,WA,False,
2017,WI,False,
2017,WV,False,
2017,WY,False,
2018,AK,False,
2018,AL,False,
2018,AR,False,
2018,AZ,False,
2018,CA,True,14.905
2018,CO,False,
2018,CT,True,4.415
2018,DC,False,
2018,DE,True,4.415
2018,FL,False,
2018,GA,False,
2018,HI,False,
2018,IA,False,
2018,ID,False,
2018,IL,False,
2018,IN,False,
2018,KS,False,
2018,KY,False,
2018,LA,False,
2018,MA,True,4.415
2018,MD,True,4.415
2018,ME,True,4.415
2018,MI,False,
2018,MN,False,
2018,MO,False,
2018,MS,False,
2018,MT,False,
2018,NC,False,
2018,ND,False,
2018,NE,False,
2018,NH,True,4.415
2018,NJ,False,
2018,NM,False,
2018,NV,False,
2018,NY,True,4.415
2018,OH,False,
2018,OK,False,
2018,OR,False,
2018,PA,False,
2018,RI,True,4.415
2018,SC,False,
2018,SD,False,
2018,TN,False,
2018,TX,False,
2018,UT,False,
2018,VA,False,
2018,VT,True,4.415
2018,WA,False,
2018,WI,False,
2018,WV,False,
2018,WY,False,
2019,AK,False,
2019,AL,False,
2019,AR,False,
2019,AZ,False,
2019,CA,True,16.835
2019,CO,False,
2019,CT,True,5.425
2019,DC,False,
2019,DE,True,5.425
2019,FL,False,
2019,GA,False,
2019,HI,False,
2019,IA,False,
2019,ID,False,
2019,IL,False,
2019,IN,False,
2019,KS,False,
2019,KY,False,
2019,LA,False,
2019,MA,True,5.425
2019,MD,True,5.425
2019,ME,True,5.425
2019,MI,False,
2019,MN,False,
2019,MO,False,
2019,MS,False,
2019,MT,False,
2019,NC,False,
2019,ND,False,
2019,NE,False,
2019,NH,True,5.425
2019,NJ,False,
2019,NM,False,
2019,NV,False,
2019,NY,True,5.425
2019,OH,False,
2019,OK,False,
2019,OR,False,
2019,PA,False,
2019,RI,True,5.425
2019,SC,False,
2019,SD,False,
2019,TN,False,
2019,TX,False,
2019,UT,False,
2019,VA,False,
2019,VT,True,5.425
2019,WA,False,
2019,WI,False,
2019,WV,False,
2019,WY,False,
2020,AK,False,
2020,AL,False,
2020,AR,False,
2020,AZ,False,
2020,CA,True,17.04
2020,CO,False,
2020,CT,True,6.4075
2020,DC,False,
2020,DE,True,6.4075
2020,FL,False,
2020,GA,False,
2020,HI,False,
2020,IA,False,
2020,ID,False,
2020,IL,False,
2020,IN,False,
2020,KS,False,
2020,KY,False,
2020,LA,False,
2020,MA,True,6.4075
2020,MD,True,6.4075
2020,ME,True,6.4075
2020,MI,False,
2020,MN,False,
2020,MO,False,
2020,MS,False,
2020,MT,False,
2020,NC,False,
2020,ND,False,
2020,NE,False,
2020,NH,True,6.4075
2020,NJ,True,6.4075
2020,NM,False,
2020,NV,False,
2020,NY,True,6.4075
2020,OH,False,
2020,OK,False,
2020,OR,False,
2020,PA,False,
2020,RI,True,6.4075
2020,SC,False,
2020,SD,False,
2020,TN,False,
2020,TX,False,
2020,UT,False,
2020,VA,False,
2020,VT,True,6.4075
2020,WA,False,
2020,WI,False,
2020,WV,False,
2020,WY,False,
2021,AK,False,
2021,AL,False,
2021,AR,False,
2021,AZ,False,
2021,CA,True,22.04
2021,CO,False,
2021,CT,True,9.4675
2021,DC,False,
2021,DE,True,9.4675
2021,FL,False,
2021,GA,False,
2021,HI,False,
2021,IA,False,
2021,ID,False,
2021,IL,False,
2021,IN,False,
2021,KS,False,
2021,KY,False,
2021,LA,False,
2021,MA,True,9.4675
2021,MD,True,9.4675
2021,ME,True,9.4675
2021,MI,False,
2021,MN,False,
2021,MO,False,
2021,MS,False,
2021,MT,False,
2021,NC,False,
2021,ND,False,
2021,NE,False,
2021,NH,True,9.4675
2021,NJ,True,9.4675
2021,NM,False,
2021,NV,False,
2021,NY,True,9.4675
2021,OH,False,
2021,OK,False,
2021,OR,False,
2021,PA,False,
2021,RI,True,9.4675
2021,SC,False,
2021,SD,False,
2021,TN,False,
2021,TX,False,
2021,UT,False,
2021,VA,True,9.4675
2021,VT,True,9.4675
2021,WA,False,
2021,WI,False,
2021,WV,False,
2021,WY,False,
2022,AK,False,
2022,AL,False,
2022,AR,False,
2022,AZ,False,
2022,CA,True,28.45
2022,CO,False,
2022,CT,True,13.46
2022,DC,False,
2022,DE,True,13.46
2022,FL,False,
2022,GA,False,
2022,HI,False,
2022,IA,False,
2022,ID,False,
2022,IL,False,
2022,IN,False,
2022,KS,False,
2022,KY,False,
2022,LA,False,
2022,MA,True,13.46
2022,MD,True,13.46
2022,ME,True,13.46
2022,MI,False,
2022,MN,False,
2022,MO,False,
2022,MS,False,
2022,MT,False,
2022,NC,False,
2022,ND,False,
2022,NE,False,
2022,NH,True,13.46
2022,NJ,True,13.46
2022,NM,False,
2022,NV,False,
2022,NY,True,13.46
2022,OH,False,
2022,OK,False,
2022,OR,False,
2022,PA,False,
2022,RI,True,13.46
2022,SC,False,
2022,SD,False,
2022,TN,False,
2022,TX,False,
2022,UT,False,
2022,VA,True,13.46
2022,VT,True,13.46
2022,WA,False,
2022,WI,False,
2022,WV,False,
2022,WY,False,
2023,AK,False,
2023,AL,False,
2023,AR,False,
2023,AZ,False,
2023,CA,True,29.09
2023,CO,False,
2023,CT,True,12.615
2023,DC,False,
2023,DE,True,12.615
2023,FL,False,
2023,GA,False,
2023,HI,False,
2023,IA,False,
2023,ID,False,
2023,IL,False,
2023,IN,False,
2023,KS,False,
2023,KY,False,
2023,LA,False,
2023,MA,True,12.615
2023,MD,True,12.615
2023,ME,True,12.615
2023,MI,False,
2023,MN,False,
2023,MO,False,
2023,MS,False,
2023,MT,False,
2023,NC,False,
2023,ND,False,
2023,NE,False,
2023,NH,True,12.615
2023,NJ,True,12.615
2023,NM,False,
2023,NV,False,
2023,NY,True,12.615
2023,OH,False,
2023,OK,False,
2023,OR,False,
2023,PA,False,
2023,RI,True,12.615
2023,SC,False,
2023,SD,False,
2023,TN,False,
2023,TX,False,
2023,UT,False,
2023,VA,False,
2023,VT,True,12.615
2023,WA,True,52.225
2023,WI,False,
2023,WV,False,
2023,WY,False,
